"","strato","N","total","total_var","total_cv","total_se","total_deff","nd","DEPARTAMENTO","CLASE","SEXO","TOTAL_PET","DPNOM","TOTAL","PORC_PET","Exclusion_n","Exclusion_DEFF","Exclusion","Flag","varianza","ln_sigma2","var_est","eblup_var_su","eblup_var_or","cv_eblup_var_su","cv_eblup_var_or","diff"
"11","Bolivar_U_H",793110,396024.021423654,573312072.926329,0.0604608173780893,23943.9360366321,5.0874496743606,1394,13,"Urbano","Hombre",630861,"Bolivar",796690,79.1852539883769,0,0,0,"Incluir",573312072.926329,20.1669407563109,252527075.668214,391079.991918431,384529.286246721,3.94264257334556,5.78480771949139,1.8554395216709
"12","Atlantico_U_M",1359469,373843.676921813,450393737.110194,0.0567683317633673,21222.4818791345,1.82940481006666,1496,8,"Urbano","Mujer",1109242,"Atlantico",1354421,81.8978737039665,0,0,0,"Incluir",450393737.110194,19.9256327295203,334916700.558001,387983.364738022,394448.642681737,4.53915477077693,5.08308642223902,0.52917788048643
"13","Antioquia_R_H",743284,349831,1244936781.24205,0.100859162497476,35283.6616756546,2.76883442964692,307,5,"Rural","Hombre",583247,"Antioquia",708434,82.3290525299463,0,0,0,"Incluir",1244936781.24205,20.942350587455,663798252.232928,339359.627316201,330847.001166844,7.03527130086657,9.18750699782295,2.20791088369354
"14","Santander_U_M",940960,323941,404074685.107877,0.0620533029714795,20101.609017884,3.28065838530871,1621,68,"Urbano","Mujer",801933,"Santander",942439,85.0912366742039,0,0,0,"Incluir",404074685.107877,19.8171102829686,213462308.78482,326737.046390893,329575.406555814,4.35920066001026,5.7866923471462,1.4230986948874
"15","Narino_R_H",533907,302685,1086605039.05469,0.108904282471754,32963.692739963,3.02862661347611,196,52,"Rural","Hombre",397146,"Narino",474358,83.7228422415138,0,0,0,"Incluir",1086605039.05469,20.8063240295223,551009423.643521,287344.246660046,273104.215529671,7.66116251681874,10.5692196468663,3.02598869772481
"16","Norte de Santander_U_H",631915,282634,222713975.888289,0.0528018732871839,14923.6046546499,2.82112244282128,1249,54,"Urbano","Hombre",517772,"Norte de Santander",641277,80.7407719285114,0,0,0,"Incluir",222713975.888289,19.2213988868292,161838755.627613,281335.334903766,280658.643295915,4.43405690123542,5.16057951797882,0.742012121810656
"17","Magdalena_U_H",510120,240682,169977733.616164,0.0541691979691129,13037.550905602,3.35032898298073,1276,47,"Urbano","Hombre",391472,"Magdalena",495017,79.0825365593505,0,0,0,"Incluir",169977733.616164,18.9511780077076,114590706.087486,239186.123052398,238218.229068366,4.41330640481308,5.34828840673366,0.960513490755932
"18","Cundinamarca_R_H",426572,228057,588802600.963149,0.106399957095882,24265.2550154155,2.69348863427167,208,25,"Rural","Hombre",366012,"Cundinamarca",429456,85.2268916955404,0,0,0,"Incluir",588802600.963149,20.1936015427658,328429574.267865,222813.801455373,218207.466653928,7.82098183065162,10.3063877285645,2.58448143253802
"19","Cordoba_U_H",475181,224444,347229028.291513,0.0830233039760762,18634.0824376065,5.63793003814027,913,23,"Urbano","Hombre",372579,"Cordoba",465849,79.9784908843853,0,0,0,"Incluir",347229028.291513,19.665495144086,118321413.407482,223019.622414483,220009.313295023,4.80747787261468,8.08819057497521,3.31419825114195
"20","Tolima_U_H",484761,222005,228467489.716189,0.0680846876195048,15115.1410749682,3.53543333448804,902,73,"Urbano","Hombre",378642,"Tolima",449328,84.2685076380728,0,0,0,"Incluir",228467489.716189,19.246904481223,114765126.775713,220491.566599627,218708.926428056,4.79101100190016,6.70172133000715,1.94657115345416
"21","Cesar_U_H",498622,215001,255589299.461749,0.074358539990493,15987.160456496,4.12412974055501,983,20,"Urbano","Hombre",378044,"Cesar",489859,77.1740439595884,0,0,0,"Incluir",255589299.461749,19.3590824152007,113328771.888091,214194.463634755,213014.443542734,4.90177069387726,7.25221020418491,2.3774454725216
"22","Meta_U_H",402864,203506,123537561.488045,0.0546163023606737,11114.7452282113,3.50260277229672,1148,50,"Urbano","Hombre",335263,"Meta",414232,80.9360455010719,0,0,0,"Incluir",123537561.488045,18.6320558093942,89797510.9260963,202399.805466296,201799.53202128,4.63069735801823,5.41578884796725,0.817960670406996
"23","Cordoba_R_H",458546,201826,517339207.23928,0.112696540274132,22745.0919373671,2.29765728353297,231,23,"Rural","Hombre",382305,"Cordoba",469841,81.3690163267999,0,0,0,"Incluir",517339207.23928,20.0642093241745,290808231.312493,200179.988227255,198692.415406976,8.22728571912305,10.7021820022299,2.55226610348223
"24","Norte de Santander_U_M",701844,193857,143912255.8289,0.0618824362069373,11996.3434357682,1.99427494993508,1363,54,"Urbano","Mujer",569000,"Norte de Santander",687174,82.8028999933059,0,0,0,"Incluir",143912255.8289,18.784714337299,108154650.588202,195934.746086,196912.373001532,5.23832933046402,5.97457006163434,0.736886111831834
"25","Caldas_U_H",382627,192518,103447595.685718,0.0528310034233532,10170.9191170571,3.84350558965934,1356,17,"Urbano","Hombre",316999,"Caldas",371452,85.3405015991299,0,0,0,"Incluir",103447595.685718,18.4545757205684,73566800.6077813,191476.629310708,190873.904575259,4.43920826724064,5.25376342252402,0.848432815135191
"26","Bolivar_U_M",850946,191375.058463995,221181094.649903,0.0777121036128582,14872.1583722708,2.66118625316377,1517,13,"Urbano","Mujer",680501,"Bolivar",839043,81.104424922203,0,0,0,"Incluir",221181094.649903,19.2144923567353,113992142.42901,195471.830672885,200008.270450548,5.38715401971531,7.21927477616025,1.82358480824578
"27","Risaralda_U_H",360819,189261,80397680.6442295,0.0473762443115664,8966.47537465137,3.06602445221961,1235,66,"Urbano","Hombre",305280,"Risaralda",361442,84.4616840322929,0,0,0,"Incluir",80397680.6442295,18.2024958860245,73872965.2642945,188197.447534727,187952.67545631,4.52577832320618,4.71829807623076,0.229834538618281
"28","Valle del Cauca_R_H",368751,186052,540068953.325528,0.124908002436022,23239.3836692268,3.35436955535072,212,76,"Rural","Hombre",284402,"Valle del Cauca",344357,82.5892896035219,0,0,0,"Incluir",540068953.325528,20.1072073807143,193318896.057059,183160.882401511,177737.408905454,7.41549130886288,12.1898277820738,4.87779569836294
"29","Cauca_R_H",365079,176712,580599428.705904,0.136355374309131,24095.6309049152,3.31578691255046,191,19,"Rural","Hombre",415342,"Cauca",499087,83.2203603780503,0,0,0,"Incluir",580599428.705904,20.1795716255824,362400176.029485,177918.510697712,178678.743666735,10.2487650712619,12.5112802856091,2.34652448255634
"30","Boyaca_U_H",375226,168102.263101838,382843769.049209,0.116395779023288,19566.3938693161,9.53317888714002,866,15,"Urbano","Hombre",303119,"Boyaca",367942,82.3822776415848,0,0,0,"Incluir",382843769.049209,19.7631375502159,76935207.5019951,167464.264244249,164769.623115829,5.1885124206467,11.2888719023224,6.14055288127865
"31","Huila_U_H",338378,167261,110578922.521263,0.0628697144718184,10515.6513122708,3.97216428863108,1026,41,"Urbano","Hombre",264025,"Huila",336631,78.4315764145311,0,0,0,"Incluir",110578922.521263,18.5212400549422,67250050.0547886,166490.092643242,165837.497314644,4.88509071023845,6.24587090947269,1.40264227403473
"32","Narino_U_H",333025,165907,116497173.852222,0.0650568430078281,10793.3856528997,4.77258783102605,1133,52,"Urbano","Hombre",287950,"Narino",349385,82.4162456888533,0,0,0,"Incluir",116497173.852222,18.5733775718966,65573776.6980343,165267.619152223,164631.332182116,4.86049620310207,6.45265463027044,1.62870110121994
"33","Santander_R_H",289202,164124,249434442.990638,0.096229032266625,15793.4936917276,2.94295643803036,243,68,"Rural","Hombre",239250,"Santander",282563,84.6713830190081,0,0,0,"Incluir",249434442.990638,19.3347066850855,121052143.517241,162157.053873708,159698.884163502,6.68555238422361,9.5637843770091,2.98295043599466
"34","Boyaca_U_M",440573,160873.999523609,365401261.952243,0.118822630454791,19115.4717951779,8.80824550570214,1083,15,"Urbano","Mujer",342501,"Boyaca",404140,84.7481070916019,0,0,0,"Incluir",365401261.952243,19.7165066555208,70988493.518261,160691.39509589,159847.352695792,5.19778178452598,11.3934556707525,6.22330082099993
"35","Bolivar_R_H",294949,149605.016315485,247168393.633152,0.105087318828349,15721.5900478658,2.53679010215751,224,13,"Rural","Hombre",250734,"Bolivar",308461,81.2854785532045,0,0,0,"Incluir",247168393.633152,19.3255804179023,129515733.571308,148333.11034385,146929.847153489,7.55208289058844,10.3506024474815,2.89635455571011
"36","Risaralda_U_M",423541,141922,52949935.2338519,0.0512723229283142,7276.67061463221,1.92357709655187,1448,66,"Urbano","Mujer",360003,"Risaralda",414338,86.8863102105045,0,0,0,"Incluir",52949935.2338519,17.7848574068542,55768352.0129481,142110.307834011,142113.847973011,5.21904680547188,5.08314463012732,-0.119538935140105
"37","Narino_U_M",395867,135859,97871608.3082727,0.0728182016028538,9893.00805156211,3.87036347053377,1393,52,"Urbano","Mujer",332402,"Narino",392026,84.7908046915256,0,0,0,"Incluir",97871608.3082727,18.3991670583749,52309763.2255059,135991.263875674,136116.009236289,5.28429058131383,7.17138795234409,1.90601046085954
"38","Meta_U_M",467682,135119,78973491.5974427,0.0657694556505827,8886.70307805109,2.33528533902415,1326,50,"Urbano","Mujer",356962,"Meta",432383,82.5568997856067,0,0,0,"Incluir",78973491.5974427,18.1846228047225,56235115.2095615,135516.318131805,135727.881185218,5.49554140987388,6.47691658578195,0.996776095440756
"39","Magdalena_U_M",509735,135096,81330903.5019642,0.06675523176787,9018.36479091216,2.20260052829271,1368,47,"Urbano","Mujer",417449,"Magdalena",516174,80.8736976290941,0,0,0,"Incluir",81330903.5019642,18.2140366191672,61289650.6556434,136081.616404245,136543.061901636,5.70987398781332,6.53159520801464,0.82895391160462
"40","Caldas_U_M",417949,134778,65660664.5334765,0.0601220290908965,8103.12683681284,2.71993659839569,1576,17,"Urbano","Mujer",366075,"Caldas",418571,87.4582806740075,0,0,0,"Incluir",65660664.5334765,18.0000105908131,51133572.3792311,135068.004273202,135182.983541206,5.26101446403921,5.94037002457651,0.692094021228698
"41","Tolima_U_M",488473,134192,102875466.994782,0.0755838977634974,10142.7544086792,2.23135891465716,1030,73,"Urbano","Mujer",421633,"Tolima",489399,86.1532205827965,0,0,0,"Incluir",102875466.994782,18.4490297563902,66610551.5401685,135085.409770645,135708.198105724,5.99256768177968,7.36959386366325,1.39202813553301
"42","Huila_R_H",219172,133355,199704361.265123,0.105970374942762,14131.679350492,3.12618567748693,180,41,"Rural","Hombre",197351,"Huila",242861,81.2608858565188,0,0,0,"Incluir",199704361.265123,19.1123486372318,106662944.417303,131995.668230335,130535.72430146,7.72306406328417,10.5378576067619,2.94192988496766
"43","Sucre_U_H",300757,132953,60796903.4580934,0.0586465661681855,7797.23691175877,3.34091050266407,1222,70,"Urbano","Hombre",235689,"Sucre",294715,79.9718371986495,0,0,0,"Incluir",60796903.4580934,17.9230494156739,45163897.8052549,132626.119716471,132449.049878953,5.03910607686404,5.83799190976659,0.835817132978534
"44","Magdalena_R_H",244136,126306,147984249.25391,0.0963127459637347,12164.8776916955,2.32900132407314,235,47,"Rural","Hombre",194340,"Magdalena",242813,80.0369008249147,0,0,0,"Incluir",147984249.25391,18.8126164021049,82498684.3013021,125395.830018382,124477.699719968,7.1705575924514,9.57817229097638,2.51499027765001
"45","Tolima_R_H",215201,125030,114136684.18739,0.0854473099103261,10683.4771580881,2.52376141728745,250,73,"Rural","Hombre",191039,"Tolima",226514,84.338716370732,0,0,0,"Incluir",114136684.18739,18.5529072722513,73634485.7433773,124110.99069486,123425.794760472,6.85190414190947,8.52205017147432,1.77983259887994
"46","Cauca_U_H",249329,118759,71825225.9532181,0.0713628142488931,8474.9764573843,4.74872083379003,1022,19,"Urbano","Hombre",217492,"Cauca",262429,82.8765113611682,0,0,0,"Incluir",71825225.9532181,18.0897463087101,40261524.5016718,118473.679559682,118177.257497372,5.32931602109735,7.10108990462497,1.81740544456046
"47","Boyaca_R_H",267007,118391.229959804,224036479.086889,0.126427001251051,14967.8481782416,2.40827049437228,190,15,"Rural","Hombre",224669,"Boyaca",265598,84.5898688996152,0,0,0,"Incluir",224036479.086889,19.2273194496267,99703564.4350359,117738.288937273,116756.996504296,8.37806829852846,12.4386410209385,4.17190777915225
"48","Cordoba_U_M",527470,117492,169694342.416123,0.110872894355789,13026.6781036503,3.75947070721932,1066,23,"Urbano","Mujer",414171,"Cordoba",503225,82.3033434348452,0,0,0,"Incluir",169694342.416123,18.9495093909105,57353715.9726033,118594.021839776,121010.067278346,6.34101052113399,10.52017962474,4.19126643892573
"49","Antioquia_R_M",651606,117199,384440665.932665,0.167298002013321,19607.1585379592,1.78084150492602,291,5,"Rural","Mujer",535474,"Antioquia",654491,81.8153343590668,0,0,0,"Incluir",384440665.932665,19.7673000201327,189533593.226011,123723.128761754,131189.283825106,10.8755736898188,14.2074029945825,3.37433394682885
"50","Cesar_U_M",512031,116244,110797685.614362,0.0905513227178322,10526.0479580117,2.87973795855897,1194,20,"Urbano","Mujer",414025,"Cesar",521079,79.4553225134768,0,0,0,"Incluir",110797685.614362,18.5232164441023,54993359.2099222,117424.767458207,118854.404378981,6.27280253280315,8.72332859299654,2.45901941381361
